name	count	percent_male	percent_female
lennix	199	0.5879396984924623	0.4120603015075377
lazar	553	1	0
laszlo	769	1	0
laiden	186	1	0
korban	358	1	0
kingstin	124	1	0
khoi	500	0.978	0.022
kessler	386	0.8134715025906736	0.18652849740932642
kean	826	1	0
kavir	34	1	0
kaven	705	1	0
karan	4813	0.2831913567421567	0.7168086432578433
kamauri	786	0.683206106870229	0.31679389312977096
jettson	71	1	0
jayan	195	1	0
jamey	9512	0.6881833473507148	0.3118166526492851
jameir	411	1	0
jahkai	266	1	0
jacobie	802	0.972568578553616	0.02743142144638404
jacinto	2671	1	0
ismaeel	220	1	0
idrees	237	1	0
huston	2589	1	0
horace	54146	0.9962693458427215	0.0037306541572784692
hasani	911	0.9879253567508233	0.012074643249176729
gershon	680	1	0
finneas	338	1	0
evangelos	998	1	0
escher	172	1	0
ernie	17024	0.9581179511278195	0.04188204887218045
elroy	7251	0.9991725279271825	0.0008274720728175424
ebrahim	358	1	0
dru	3703	0.5981636510937078	0.4018363489062922
dreyden	393	1	0
draiden	195	1	0
domanic	1127	0.9902395740905058	0.009760425909494233
demitrius	1818	0.993949394939494	0.00605060506050605
deante	2505	0.998003992015968	0.001996007984031936
daniil	165	1	0
dalvin	1471	1	0
cris	3949	0.724233983286908	0.2757660167130919
corin	2462	0.3346872461413485	0.6653127538586515
cordae	477	0.989517819706499	0.010482180293501049
cavin	1244	1	0
cato	360	1	0
carrington	3964	0.41750756811301715	0.5824924318869829
carey	29397	0.5686974861380413	0.4313025138619587
caio	431	1	0
brax	148	1	0
braddock	338	1	0
boy	629	1	0
bladimir	1031	1	0
bellamy	644	0.043478260869565216	0.9565217391304348
azazel	97	1	0
ayham	217	1	0
ayce	122	1	0
asiah	1692	0.1016548463356974	0.8983451536643026
aras	158	1	0
amory	824	0.5048543689320388	0.49514563106796117
alphonso	14975	0.9981969949916527	0.0018030050083472453
alphonse	10123	1	0
aleks	348	1	0
alanzo	331	1	0
adham	659	1	0
aadit	290	1	0
zyire	164	1	0
zaidan	231	1	0
yeiden	82	1	0
yanuel	219	1	0
xzavion	890	1	0
wyland	192	1	0
tyrel	3277	1	0
treysen	221	1	0
thoren	96	1	0
tevita	663	1	0
tayten	552	0.8623188405797102	0.13768115942028986
tavaris	2337	0.9974326059050064	0.0025673940949935813
taurean	2166	0.9792243767313019	0.02077562326869806
taten	456	1	0
tarun	756	1	0
tallen	440	1	0
taggart	552	1	0
taevion	391	1	0
stirling	713	0.9424964936886395	0.05750350631136045
sriram	465	1	0
silvestre	2267	1	0
shneur	397	1	0
shloime	392	1	0
sharif	2505	0.998003992015968	0.001996007984031936
severin	771	1	0
sanad	238	1	0
sammie	28110	0.7334044823906083	0.26659551760939165
saketh	380	1	0
ryett	52	1	0
rueben	4608	1	0
ronav	192	1	0
romero	1474	1	0
rivan	82	1	0
ritchie	3853	0.9870230988839865	0.012976901116013496
richmond	4106	1	0
rhyland	102	0.9411764705882353	0.058823529411764705
quincey	2208	0.7554347826086957	0.24456521739130435
quenton	2997	1	0
phenix	429	0.627039627039627	0.372960372960373
paden	1757	0.8935685828116107	0.1064314171883893
oz	314	1	0
otoniel	903	1	0
nylan	305	0.8131147540983606	0.18688524590163935
nomar	466	1	0
nolin	351	1	0
nirvan	157	1	0
niklas	1558	1	0
nataniel	511	1	0
naftuli	377	1	0
mohamedamin	119	1	0
lion	141	1	0
lamonte	3212	1	0
kyro	115	1	0
ky	1322	0.9114977307110439	0.08850226928895613
knoxx	122	1	0
kinsler	232	0.8922413793103449	0.10775862068965517
khylen	158	1	0
khylan	210	0.9761904761904762	0.023809523809523808
keniel	166	1	0
kaydyn	392	0.5153061224489796	0.4846938775510204
kawika	1045	1	0
katai	65	1	0
kashius	102	1	0
karthikeya	139	1	0
kamdon	341	1	0
justyce	2279	0.20666959192628345	0.7933304080737166
jurgen	352	1	0
juanmanuel	724	1	0
josemanuel	1097	1	0
jordany	365	1	0
jeziah	346	0.9277456647398844	0.07225433526011561
jese	356	1	0
jeevan	356	1	0
javonni	301	0.8803986710963455	0.11960132890365449
jaivion	344	1	0
izaan	161	1	0
imanol	1159	1	0
ilijah	375	1	0
hillel	1085	1	0
harlow	5433	0.30995766611448555	0.6900423338855145
harbor	332	0.37349397590361444	0.6265060240963856
graison	285	0.8736842105263158	0.12631578947368421
grahm	556	1	0
faizan	509	1	0
exodus	264	0.8636363636363636	0.13636363636363635
erion	538	0.7899628252788105	0.2100371747211896
edwardo	6657	1	0
dmarion	516	1	0
dimas	1566	1	0
daxx	154	1	0
dawsyn	469	0.5202558635394456	0.47974413646055436
cyan	1107	0.15898825654923215	0.8410117434507678
coulter	575	1	0
clancy	1630	0.7141104294478527	0.28588957055214725
ciro	2216	1	0
chanse	1036	0.9845559845559846	0.015444015444015444
champion	237	1	0
caston	347	1	0
broxton	210	1	0
becket	276	1	0
banyan	230	1	0
baltazar	2402	1	0
artur	637	1	0
arlan	3033	1	0
an	1915	0.45744125326370755	0.5425587467362925
amay	101	1	0
amadeo	1411	1	0
aleksey	410	0.975609756097561	0.024390243902439025
ajdin	269	1	0
aiven	215	1	0
adael	178	1	0
zadyn	228	1	0
younis	160	1	0
yonael	43	1	0
yaziel	142	1	0
yamen	107	1	0
wilton	8528	0.9951923076923077	0.004807692307692308
whitten	197	0.9746192893401016	0.025380710659898477
vishnu	891	1	0
vedansh	68	1	0
vasilios	1332	1	0
tyshaun	1735	0.9971181556195965	0.002881844380403458
tyriq	1416	1	0
tito	3152	1	0
tanish	483	0.8633540372670807	0.13664596273291926
talib	744	1	0
talal	539	1	0
sylvan	3132	0.9821200510855683	0.017879948914431672
sohan	697	1	0
sammuel	2442	1	0
salih	382	1	0
ryon	1866	0.9935691318327974	0.006430868167202572
rogue	453	0.47019867549668876	0.5298013245033113
rocket	173	0.8959537572254336	0.10404624277456648
robby	10549	0.9795241255095269	0.020475874490473032
rexton	197	1	0
reeves	659	0.9711684370257967	0.028831562974203338
rajveer	296	1	0
presten	522	1	0
olan	2500	1	0
oak	162	1	0
novah	379	0.21108179419525067	0.7889182058047494
nazar	345	1	0
naveed	574	1	0
nana	3017	0.22472654955253563	0.7752734504474643
nadir	1028	1	0
menno	1096	1	0
mehdi	783	1	0
maejor	57	1	0
loic	254	1	0
laramie	1724	0.5672853828306265	0.43271461716937354
lakin	2013	0.16790859413810233	0.8320914058618977
kyaire	271	1	0
kol	141	1	0
kobie	1575	0.8438095238095238	0.15619047619047619
kirin	672	0.46130952380952384	0.5386904761904762
khaiden	153	1	0
keston	597	1	0
kepler	171	1	0
kalan	1313	0.8194973343488196	0.1805026656511805
jusiah	221	1	0
jupiter	169	0.6923076923076923	0.3076923076923077
joesph	15476	0.9992246058413027	0.0007753941586973378
jeron	2190	1	0
jashaun	1124	1	0
jarek	1464	1	0
jalani	783	0.5913154533844189	0.4086845466155811
jabez	942	1	0
iziah	1091	1	0
izaya	865	1	0
hurley	2539	0.9712485230405672	0.028751476959432847
huckleberry	141	1	0
hesston	213	1	0
hawthorne	165	1	0
hanley	691	0.7727930535455861	0.2272069464544139
hakim	1989	1	0
gryphon	459	1	0
greer	2671	0.18682141520029952	0.8131785847997005
graycen	728	0.30631868131868134	0.6936813186813187
giacomo	1546	1	0
emett	227	1	0
elric	333	1	0
ellington	712	0.5112359550561798	0.4887640449438202
elgin	3858	0.9888543286677035	0.011145671332296526
ehan	210	1	0
edy	686	0.739067055393586	0.260932944606414
eddison	282	1	0
dustyn	2566	0.9766173031956352	0.02338269680436477
dirk	10730	1	0
damonte	1467	1	0
collyn	919	0.8041349292709467	0.19586507072905332
cobe	602	1	0
cleveland	21846	0.9960175775885746	0.003982422411425433
clemente	3502	1	0
christon	1314	0.8242009132420092	0.17579908675799086
cayman	1040	0.7596153846153846	0.2403846153846154
cassiel	131	0.7938931297709924	0.20610687022900764
cashel	174	1	0
captain	239	1	0
braydyn	394	1	0
bosco	180	1	0
bashir	759	1	0
bakari	1130	1	0
aymen	323	0.9473684210526315	0.05263157894736842
aycen	81	1	0
arnoldo	4471	1	0
andrae	2026	0.9797630799605134	0.020236920039486673
andi	4383	0.15833903718913986	0.8416609628108601
amor	1239	0.19693301049233253	0.8030669895076675
alexandru	474	1	0
aboubacar	289	1	0
abir	341	0.7302052785923754	0.2697947214076246
abdulahi	370	1	0
zymere	325	1	0
zeth	1085	1	0
zebadiah	908	1	0
zayyan	63	1	0
yulian	289	1	0
yeison	276	1	0
yamil	1328	0.9518072289156626	0.04819277108433735
yadriel	158	1	0
vladislav	482	1	0
vittorio	1035	1	0
torrance	3827	0.8784949046250327	0.12150509537496734
torian	1506	0.8539176626826029	0.1460823373173971
tien	1183	0.6043956043956044	0.3956043956043956
tej	509	1	0
teagen	1136	0.5079225352112676	0.4920774647887324
tanay	724	0.5524861878453039	0.44751381215469616
suhaib	308	1	0
silvano	902	1	0
siddhant	429	1	0
shad	4724	1	0
schuyler	5197	0.7737156051568213	0.22628439484317875
ruston	619	1	0
rooney	568	0.7658450704225352	0.23415492957746478
qusai	108	1	0
prestyn	709	0.7898448519040903	0.21015514809590974
oswald	3899	1	0
nyles	635	1	0
noland	1523	1	0
newton	7921	0.9993687665698775	0.0006312334301224593
nery	1574	0.8303684879288437	0.1696315120711563
nayan	338	0.985207100591716	0.014792899408284023
narek	383	1	0
mychael	1473	0.8391038696537678	0.16089613034623218
mister	568	1	0
mikai	483	0.979296066252588	0.020703933747412008
matai	303	1	0
madix	319	1	0
lior	599	0.66110183639399	0.33889816360601
lazer	428	1	0
kori	12335	0.10279691933522497	0.897203080664775
kingdavid	113	1	0
kiefer	1852	1	0
khaleel	791	1	0
kenson	325	1	0
kaylor	873	0.3699885452462772	0.6300114547537228
kayceon	80	1	0
kanye	1311	0.9816933638443935	0.018306636155606407
kalin	3168	0.53125	0.46875
kaesyn	149	0.7986577181208053	0.20134228187919462
juliano	673	1	0
jotham	453	1	0
jetson	142	1	0
jarett	3416	1	0
jamarius	1603	1	0
jamarian	812	0.9926108374384236	0.007389162561576354
jaelen	1426	0.85273492286115	0.14726507713884993
jacori	832	0.9855769230769231	0.014423076923076924
hisham	667	1	0
gunther	915	1	0
glendon	4625	0.9861621621621621	0.013837837837837838
gavino	1544	1	0
garry	47604	0.9962398117805227	0.003760188219477355
freeman	10652	0.9995306045812993	0.0004693954187007135
flavio	2798	1	0
fateh	100	1	0
emin	300	1	0
edvin	777	1	0
dublin	304	0.7730263157894737	0.22697368421052633
dontavious	1714	1	0
diezel	231	1	0
dex	340	1	0
dejon	2455	0.9686354378818737	0.03136456211812627
davontae	1323	1	0
darey	476	1	0
christen	13373	0.15090106931877664	0.8490989306812233
chason	1051	1	0
charly	2794	0.366857551896922	0.6331424481030781
carrick	451	1	0
brodi	711	0.8171589310829818	0.1828410689170183
brodee	566	0.9734982332155477	0.026501766784452298
brevin	1018	1	0
bray	445	0.9573033707865168	0.04269662921348315
braxtin	313	0.9840255591054313	0.01597444089456869
becker	275	1	0
azarias	163	1	0
axell	327	1	0
avner	219	1	0
ashley	853752	0.018232460948846972	0.981767539051153
ariyan	495	0.4202020202020202	0.5797979797979798
antione	4684	0.9895388556789069	0.010461144321093083
anjel	1394	0.7302725968436155	0.2697274031563845
andree	2815	0.31509769094138546	0.6849023090586146
amaru	490	1	0
alexey	366	0.9480874316939891	0.05191256830601093
ahsan	502	1	0
adonias	124	1	0
adien	370	1	0
abdelrahman	533	1	0
aarin	765	0.6130718954248366	0.3869281045751634
aahan	191	1	0
zubair	413	1	0
zayde	178	0.8595505617977528	0.1404494382022472
yechezkel	607	1	0
yareth	371	0.39622641509433965	0.6037735849056604
ward	14619	0.9981530884465422	0.001846911553457829
vyom	172	1	0
ulisses	1155	1	0
trevyn	706	1	0
terell	2597	0.9853677319984597	0.014632268001540239
taytum	1654	0.1275695284159613	0.8724304715840387
taym	136	1	0
tayler	13196	0.18202485601697485	0.8179751439830252
stacy	184474	0.11978381777377842	0.8802161822262216
sedrick	3371	1	0
savior	252	1	0
santhiago	103	1	0
saharsh	249	1	0
ryler	312	1	0
ruslan	379	1	0
rigel	410	0.975609756097561	0.024390243902439025
renly	82	0.8170731707317073	0.18292682926829268
rayquan	1115	1	0
rayne	5530	0.13851717902350813	0.8614828209764919
rayansh	85	1	0
rajon	691	1	0
quest	423	0.9787234042553191	0.02127659574468085
quaid	678	1	0
prynce	144	1	0
praise	615	0.25853658536585367	0.7414634146341463
pau	176	1	0
pascual	2715	1	0
omri	561	0.9732620320855615	0.026737967914438502
nikolay	346	1	0
mikal	3629	0.8451364012124553	0.15486359878754477
mekhai	333	1	0
md	257	1	0
matthieu	875	1	0
mars	283	1	0
markeith	2011	1	0
maliq	633	1	0
madhav	347	1	0
macoy	325	1	0
maaz	404	1	0
lucus	1621	1	0
leeam	165	1	0
kofi	1170	0.9957264957264957	0.004273504273504274
khali	1051	0.4538534728829686	0.5461465271170314
kevyn	2200	0.8909090909090909	0.10909090909090909
keeton	777	1	0
kc	2517	0.688518077075884	0.31148192292411603
kaylon	1742	0.6303099885189437	0.36969001148105624
karmello	328	1	0
judge	3394	1	0
juaquin	1351	1	0
josyah	245	1	0
jostin	579	1	0
johnhenry	521	1	0
joachim	965	1	0
jiovani	460	1	0
jediah	555	1	0
jebediah	544	1	0
jceon	123	1	0
jc	1659	0.9807112718505123	0.019288728149487643
jaylyn	6378	0.23910316713703356	0.7608968328629665
jasean	824	1	0
jamell	2057	0.9635391346621293	0.036460865337870685
jaciel	578	0.9913494809688581	0.00865051903114187
iman	4976	0.16659967845659163	0.8334003215434084
herschel	10385	1	0
gohan	190	1	0
gianfranco	927	1	0
gaston	3824	1	0
garett	4802	1	0
erich	11514	0.9972207747090499	0.002779225290950148
emeric	209	1	0
elijiah	970	1	0
dre	577	1	0
drayven	279	1	0
dionte	2935	0.9911413969335605	0.008858603066439524
dietrich	1846	0.919284940411701	0.08071505958829903
deonta	2476	0.9854604200323102	0.014539579967689823
demar	1104	1	0
deakon	301	1	0
dayron	518	1	0
daymian	506	1	0
dartagnan	938	1	0
darek	1342	1	0
darby	10228	0.26886976926085254	0.7311302307391474
cristo	1048	1	0
cheston	785	1	0
castle	171	1	0
carston	525	1	0
buddy	22303	0.997982334215128	0.0020176657848719904
buck	6084	1	0
brodrick	1666	1	0
blessing	2231	0.07530255490811295	0.924697445091887
benuel	678	1	0
beauregard	279	1	0
audric	354	1	0
antwone	1977	1	0
ananias	565	1	0
aking	109	1	0
abran	1952	1	0
abdoul	395	1	0
ziyon	584	0.8356164383561644	0.1643835616438356
zealand	235	0.9148936170212766	0.0851063829787234
zakariah	682	0.8885630498533724	0.11143695014662756
zacharia	1588	0.9861460957178841	0.013853904282115869
yoseph	759	1	0
whit	810	1	0
valente	1643	1	0
trapper	766	1	0
toryn	533	0.5103189493433395	0.4896810506566604
tiger	953	0.9632738719832109	0.03672612801678909
terron	2380	0.9865546218487395	0.013445378151260505
tennessee	903	0.21262458471760798	0.7873754152823921
tayshawn	1162	1	0
stevan	3994	1	0
stanton	6436	1	0
shriyan	147	1	0
shrey	504	1	0
servando	2021	1	0
saxton	452	1	0
robel	536	1	0
rishik	259	1	0
race	1294	1	0
quadir	1368	1	0
paxon	268	1	0
padraig	676	1	0
ousmane	410	1	0
norberto	4713	1	0
nicco	818	0.9938875305623472	0.006112469437652812
nawaf	158	1	0
nachman	498	1	0
myer	850	0.9941176470588236	0.0058823529411764705
mendy	2594	0.16730917501927525	0.8326908249807248
maximino	1768	1	0
marquell	1416	0.9865819209039548	0.013418079096045197
majd	368	0.9728260869565217	0.02717391304347826
maclin	143	0.958041958041958	0.04195804195804196
laquan	2505	0.913373253493014	0.08662674650698603
kreed	222	1	0
koy	728	0.9532967032967034	0.046703296703296704
kolsen	146	1	0
khristopher	2079	1	0
khi	202	0.9207920792079208	0.07920792079207921
keylor	62	1	0
kavi	518	0.9903474903474904	0.009652509652509652
kairos	111	1	0
kadeem	2391	1	0
jozef	1009	1	0
joshuah	2742	1	0
josemaria	522	1	0
jihad	1832	0.9972707423580786	0.0027292576419213972
jerick	686	1	0
jaxsin	124	1	0
jamire	393	1	0
jameis	74	1	0
jamarri	518	1	0
jaidon	1308	0.9503058103975535	0.04969418960244648
indy	646	0.4195046439628483	0.5804953560371517
ilias	572	1	0
hilario	4397	1	0
haydn	1926	0.8255451713395638	0.17445482866043613
golden	4421	0.5681972404433386	0.43180275955666136
garen	1019	0.9882237487733072	0.011776251226692836
errol	8436	1	0
erickson	879	1	0
eoghan	305	1	0
dontay	2228	1	0
donato	2889	1	0
derik	5213	1	0
denali	1414	0.28005657708628007	0.7199434229137199
demani	443	0.7742663656884876	0.22573363431151242
delvin	5028	0.9956245027844073	0.004375497215592681
danial	9263	0.9917953146928641	0.008204685307135917
crispin	1668	0.9970023980815348	0.002997601918465228
coda	590	0.8779661016949153	0.12203389830508475
chapman	756	1	0
casyn	261	0.9003831417624522	0.09961685823754789
carnell	5027	0.8913865128307141	0.10861348716928586
camrin	1169	0.8109495295124037	0.18905047048759624
calan	612	0.9673202614379085	0.032679738562091505
caelum	269	1	0
brylen	417	0.894484412470024	0.10551558752997602
breckyn	721	0.22191400832177532	0.7780859916782247
braylyn	802	0.42643391521197005	0.57356608478803
bransyn	191	1	0
bralyn	676	0.6124260355029586	0.3875739644970414
bogdan	467	1	0
bless	351	0.5270655270655271	0.47293447293447294
bentzion	309	1	0
bassam	374	1	0
balian	235	1	0
aydrian	251	0.8406374501992032	0.1593625498007968
avram	726	1	0
armond	4160	1	0
arjan	397	1	0
arien	871	0.5579793340987371	0.44202066590126293
anden	591	1	0
amarius	274	1	0
amanuel	409	1	0
amador	3151	1	0
aleister	203	1	0
ahad	410	1	0
aeson	262	1	0
adi	1220	0.41721311475409834	0.5827868852459016
aaric	410	1	0
aadvik	54	1	0
zakhi	217	1	0
zadok	277	1	0
yuvaan	102	1	0
yanis	298	0.6677852348993288	0.33221476510067116
wilbur	56877	0.9949012781968106	0.0050987218031893385
walid	779	1	0
uzair	397	1	0
uri	907	0.9614112458654906	0.03858875413450937
tylin	781	0.7541613316261203	0.24583866837387963
tycen	385	1	0
torrey	6071	0.8041508812386756	0.19584911876132433
tavian	1809	1	0
sufyan	324	1	0
sione	1162	0.9948364888123924	0.0051635111876075735
shlome	461	1	0
salah	715	0.9174825174825175	0.08251748251748252
rubin	6895	0.9976794778825235	0.002320522117476432
rohen	127	1	0
rithvik	560	1	0
ripley	995	0.26030150753768844	0.7396984924623116
rhyan	3206	0.3870867124142233	0.6129132875857767
reyli	738	0.9823848238482384	0.017615176151761516
phinehas	229	1	0
nasser	1014	1	0
nam	1261	1	0
muhsin	277	1	0
marshaun	753	1	0
maks	209	1	0
mackenzie	125386	0.057869299602826475	0.9421307003971735
latham	433	1	0
lander	829	1	0
laksh	141	1	0
kyrell	574	1	0
kirill	305	1	0
khang	940	1	0
keshaun	2186	0.9766697163769442	0.02333028362305581
keondre	1309	1	0
kemarion	685	1	0
kashmere	470	0.32127659574468087	0.6787234042553192
karder	202	0.9653465346534653	0.034653465346534656
kali	21747	0.026210511794730308	0.9737894882052697
kalem	715	1	0
kaisyn	214	0.6308411214953271	0.3691588785046729
kailer	405	0.9481481481481482	0.05185185185185185
jr	1464	1	0
joud	161	0.32298136645962733	0.6770186335403726
johny	3440	0.9924418604651163	0.007558139534883721
jeison	273	1	0
jaxiel	112	1	0
jahziel	306	0.9509803921568627	0.049019607843137254
jacolby	1370	0.9890510948905109	0.010948905109489052
idan	337	1	0
hutch	249	1	0
humza	997	1	0
homer	60979	0.9939815346266747	0.006018465373325243
hadrian	485	1	0
gerrit	2734	1	0
gaspar	1812	1	0
gabino	2238	1	0
findley	197	0.7157360406091371	0.28426395939086296
eston	1844	1	0
emitt	498	1	0
egypt	2378	0.08116063919259882	0.9188393608074011
egan	961	0.9490114464099896	0.05098855359001041
dierks	141	1	0
deron	5496	0.99363173216885	0.006368267831149927
demoni	250	0.76	0.24
darron	5999	0.9991665277546258	0.000833472245374229
darrel	29650	0.995885328836425	0.004114671163575042
darell	4775	0.9979057591623036	0.0020942408376963353
daegan	778	0.9383033419023136	0.061696658097686374
cyncere	373	0.646112600536193	0.353887399463807
cord	1644	1	0
coltan	681	1	0
cincere	566	0.7932862190812721	0.2067137809187279
christan	2798	0.511794138670479	0.4882058613295211
cali	13951	0.008314816142212028	0.9916851838577879
cage	811	1	0
burhanuddin	109	1	0
broc	2410	1	0
brekken	298	0.9429530201342282	0.05704697986577181
avinash	878	1	0
augusto	1438	1	0
audie	6201	0.6436058700209644	0.35639412997903563
athen	466	1	0
ascher	251	1	0
arhaan	215	1	0
amon	2305	1	0
amarri	510	0.5333333333333333	0.4666666666666667
alias	523	1	0
alexi	5286	0.281309118426031	0.718690881573969
akai	370	0.8945945945945946	0.10540540540540541
aidric	346	1	0
adalberto	4385	1	0
aaryn	1593	0.3898305084745763	0.6101694915254238
aadyn	432	0.9629629629629629	0.037037037037037035
zedekiah	399	1	0
zayed	181	1	0
willy	3765	0.9691899070385126	0.030810092961487383
wilbert	39938	0.9955430917922781	0.004456908207721969
viyan	74	1	0
terran	1890	0.7068783068783069	0.2931216931216931
tanush	300	1	0
sohum	406	1	0
royalty	589	0.1935483870967742	0.8064516129032258
rock	2487	1	0
rishabh	775	1	0
rayhan	588	1	0
rashard	2513	1	0
ranveer	252	1	0
rance	2881	1	0
ram	698	1	0
ragnar	102	1	0
osbaldo	2931	1	0
octavious	1428	0.9964985994397759	0.0035014005602240898
nicola	7620	0.35341207349081366	0.6465879265091864
nicodemus	750	1	0
nickolai	362	1	0
neko	844	0.7867298578199052	0.2132701421800948
nassir	576	1	0
nason	421	1	0
najee	2876	0.8550069541029207	0.1449930458970793
nadav	549	1	0
munir	515	1	0
muad	188	1	0
mostafa	572	1	0
mosiah	397	1	0
miko	949	0.4994731296101159	0.5005268703898841
mattix	305	1	0
martell	2465	0.9853955375253549	0.01460446247464503
maksym	301	1	0
leiland	393	1	0
leeroy	4135	1	0
khiry	1029	0.9931972789115646	0.006802721088435374
kerem	335	1	0
kayde	547	0.42047531992687387	0.5795246800731262
kameren	612	0.8643790849673203	0.13562091503267973
kaileb	636	1	0
kaige	331	0.9848942598187311	0.015105740181268883
kacper	907	1	0
jovian	301	0.9833887043189369	0.016611295681063124
josiyah	332	1	0
josiel	259	1	0
jorel	925	1	0
joniel	357	1	0
jhon	2504	1	0
jaykob	938	1	0
jaxtin	162	1	0
jasiyah	530	0.36981132075471695	0.630188679245283
jacory	1127	1	0
ihsan	373	1	0
iann	364	1	0
huxton	72	1	0
hutton	292	0.9554794520547946	0.04452054794520548
henrry	578	1	0
hazael	389	1	0
hamad	341	1	0
galileo	228	1	0
fionn	385	1	0
evren	264	0.9734848484848485	0.026515151515151516
emre	635	1	0
emran	234	1	0
emmerson	1910	0.18586387434554974	0.8141361256544503
eh	373	0.5951742627345844	0.40482573726541554
dylann	837	0.2915173237753883	0.7084826762246117
dawud	715	1	0
dalen	1748	0.9908466819221968	0.009153318077803204
cosmo	2283	1	0
calix	350	1	0
britain	1213	0.5424567188788129	0.45754328112118714
briley	6267	0.19275570448380405	0.8072442955161959
branton	818	1	0
atlee	1259	0.8316123907863384	0.16838760921366164
asim	872	1	0
arlin	4401	0.8450352192683481	0.1549647807316519
acen	258	1	0
abisai	819	0.9682539682539683	0.031746031746031744
zaylin	469	0.6332622601279317	0.36673773987206826
zarek	837	1	0
yaqub	256	1	0
xane	266	1	0
whitman	591	1	0
weldon	13845	0.9981942939689419	0.0018057060310581437
valentine	7858	0.7774242809875286	0.22257571901247136
torsten	477	1	0
timofey	313	1	0
thang	451	0.9844789356984479	0.015521064301552107
teodoro	2987	1	0
talha	668	1	0
sora	1140	0.1570175438596491	0.8429824561403508
shrihan	201	1	0
shaw	1075	0.9674418604651163	0.03255813953488372
saw	124	1	0
sandro	1563	1	0
ryver	389	0.6426735218508998	0.35732647814910024
romell	1354	0.9276218611521418	0.0723781388478582
rishan	197	1	0
rigby	214	0.8177570093457944	0.1822429906542056
rickie	17943	0.9023017332664549	0.09769826673354512
rashed	400	1	0
rakeem	1831	1	0
raider	271	1	0
pinchas	790	1	0
othniel	298	1	0
octavian	926	1	0
nicolo	1182	1	0
nael	362	0.9475138121546961	0.052486187845303865
moksh	181	1	0
mecca	2033	0.08804722085587802	0.911952779144122
marquan	1660	1	0
levin	1269	1	0
krystian	1808	0.735066371681416	0.2649336283185841
konstantinos	1684	1	0
kingstyn	126	1	0
kenner	325	1	0
kadrian	284	0.9612676056338029	0.03873239436619718
jourdan	3931	0.43245993385906895	0.5675400661409311
joesiah	365	1	0
jentry	933	0.2861736334405145	0.7138263665594855
jakhari	463	1	0
jak	298	1	0
jaeger	606	1	0
jabriel	782	1	0
ikaika	816	1	0
iden	296	1	0
homero	3533	1	0
henryk	123	1	0
harland	5322	1	0
franky	2753	0.9836541954231747	0.01634580457682528
fareed	568	1	0
fabricio	905	1	0
enos	3506	1	0
enmanuel	915	1	0
domenick	5004	1	0
dodge	481	1	0
dhilan	266	1	0
declyn	239	0.6276150627615062	0.3723849372384937
dany	1211	0.9083402146985962	0.0916597853014038
dani	7741	0.10373336778194031	0.8962666322180597
dameon	4035	1	0
daksh	338	1	0
cyler	519	0.9903660886319846	0.009633911368015413
cotton	360	1	0
conlan	747	1	0
ceasar	3354	1	0
cameren	1447	0.8541810642709053	0.14581893572909468
brewer	355	1	0
blue	772	0.7137305699481865	0.2862694300518135
bensen	162	1	0
barret	1111	0.9954995499549955	0.004500450045004501
ayson	258	1	0
arsh	419	1	0
arnulfo	6055	1	0
anand	1644	1	0
amaris	6402	0.029678225554514215	0.9703217744454858
amaan	756	1	0
alfonzo	5539	1	0
aadhav	133	1	0
zekiel	259	1	0
yahia	207	1	0
xion	330	0.9212121212121213	0.07878787878787878
xavior	1083	1	0
weslee	892	0.8778026905829597	0.12219730941704036
vann	1793	0.9866146123814835	0.013385387618516454
tyrin	1666	0.9933973589435774	0.006602641056422569
tyran	2119	0.9735724398301085	0.026427560169891458
tryston	1246	0.9919743178170144	0.008025682182985553
torrin	749	0.8744993324432577	0.12550066755674233
tameem	246	1	0
soham	815	1	0
siddhartha	387	1	0
shelby	158616	0.1011814697130176	0.8988185302869824
shakur	1097	0.99179580674567	0.008204193254329991
roxas	121	1	0
roshan	1560	0.9243589743589744	0.07564102564102564
rommel	1321	1	0
raidyn	266	0.8646616541353384	0.13533834586466165
omere	77	1	0
nosson	525	1	0
nikoli	473	1	0
namir	434	1	0
mouhamed	480	1	0
mikey	1202	0.9958402662229617	0.004159733777038269
mavrik	215	1	0
marciano	960	1	0
malique	1724	0.9936194895591647	0.0063805104408352666
mackson	77	1	0
lux	906	0.2041942604856512	0.7958057395143487
lleyton	637	1	0
linken	240	1	0
layten	263	0.9049429657794676	0.09505703422053231
lakai	292	0.8698630136986302	0.13013698630136986
kyrian	219	0.9771689497716894	0.0228310502283105
kolson	275	1	0
kitai	110	1	0
keylan	795	0.9459119496855346	0.05408805031446541
kanen	314	1	0
kalib	1405	1	0
kainan	444	1	0
kaimana	687	0.9213973799126638	0.07860262008733625
kaidon	485	1	0
johndavid	1010	1	0
jerson	988	1	0
jehu	808	1	0
jayquan	1556	1	0
jayon	699	1	0
jadarius	1309	1	0
jaasiel	377	1	0
iver	1171	0.9214346712211785	0.07856532877882152
hudsen	282	0.9787234042553191	0.02127659574468085
gil	4703	1	0
geremiah	402	1	0
geovani	1220	1	0
garren	1729	0.9901677270098322	0.009832272990167727
eugenio	4563	1	0
emerick	357	1	0
eliyah	1207	0.35542667771333886	0.6445733222866611
elder	1888	0.972457627118644	0.02754237288135593
eero	162	1	0
earnest	58841	0.9876616644856477	0.012338335514352237
donatello	165	1	0
dhyan	160	1	0
