name	count	percent_male	percent_female
advit	30	100	0
adom	151	100	0
adedayo	42	100	0
ade	259	98.06949806949807	1.9305019305019304
adams	997	100	0
abyan	126	77.77777777777779	22.22222222222222
abhik	21	100	0
abdalrahman	149	100	0
aaidyn	49	100	0
aadith	50	100	0
aadhi	23	100	0
zylon	69	100	0
zinedine	94	100	0
zimir	52	100	0
zhion	57	100	0
zebediah	459	100	0
zebastian	119	100	0
zakariyya	151	100	0
zakariyah	82	76.82926829268293	23.170731707317074
zaheer	160	100	0
zael	107	100	0
yuki	1253	35.833998403830805	64.1660015961692
yousaf	117	100	0
young	2726	80.48422597212033	19.515774027879676
yitzhak	165	100	0
yaw	320	100	0
yaron	239	100	0
yanni	779	77.02182284980744	22.978177150192554
yang	315	85.07936507936508	14.920634920634921
yacoub	116	100	0
xhaiden	99	100	0
xayvion	248	100	0
xaiver	975	100	0
xabi	70	100	0
wyat	178	100	0
wasif	107	100	0
wally	4958	97.03509479628882	2.964905203711174
vikrant	166	100	0
vijay	1427	100	0
umer	298	100	0
tywan	1208	98.75827814569537	1.2417218543046358
tyton	125	100	0
tylee	1430	23.356643356643357	76.64335664335664
trust	179	68.71508379888269	31.28491620111732
tristain	354	96.89265536723164	3.1073446327683616
traycen	76	100	0
torres	267	100	0
tobyn	261	91.57088122605363	8.42911877394636
tobechukwu	121	100	0
tion	405	96.04938271604938	3.950617283950617
tighe	457	100	0
theon	206	95.63106796116504	4.368932038834951
theodoros	356	100	0
thanos	40	100	0
taryn	25129	2.582673405229018	97.41732659477098
taquan	1176	100	0
tamarion	542	100	0
tajh	644	100	0
taiyo	197	100	0
taisei	122	100	0
suleyman	130	100	0
stihl	44	100	0
stanislav	232	100	0
spenser	3272	89.15036674816625	10.84963325183374
solan	130	100	0
sneyder	17	100	0
siaosi	228	100	0
shota	272	100	0
shooter	219	100	0
shant	754	100	0
shahzain	44	100	0
schneider	241	100	0
sarvesh	190	100	0
sanders	2239	99.73202322465386	0.2679767753461367
saahil	310	100	0
ryson	182	100	0
rykker	63	100	0
rudi	1054	64.99051233396584	35.009487666034154
royer	213	100	0
ronyn	20	100	0
ronnell	2415	92.4223602484472	7.577639751552795
rogen	71	100	0
roarke	249	100	0
ringo	215	100	0
reymond	531	100	0
renaldo	2786	100	0
reiner	176	100	0
reily	831	61.13116726835138	38.86883273164862
reddington	18	100	0
rayshaun	911	100	0
raysean	485	100	0
rayder	84	100	0
ramesses	58	100	0
ramadan	206	100	0
raihan	167	100	0
rafferty	154	100	0
peyson	168	42.26190476190476	57.738095238095234
pasha	784	37.11734693877551	62.88265306122449
parv	48	100	0
park	1544	100	0
owens	679	100	0
othman	264	100	0
osborn	521	100	0
orville	35077	99.55811500413377	0.44188499586623714
oluwanifemi	238	44.537815126050425	55.46218487394958
olson	130	100	0
obaloluwa	40	100	0
oakes	40	100	0
nysir	195	100	0
nuchem	133	100	0
nihan	12	100	0
nicolaus	1094	100	0
nickolaus	1768	100	0
neizan	35	100	0
nazario	780	100	0
nazaire	105	100	0
naod	125	100	0
nahshon	618	100	0
nader	1444	100	0
mylez	115	100	0
murtaza	241	100	0
muhammadali	54	100	0
muhamad	205	100	0
montavious	873	100	0
moise	794	100	0
mohamud	162	100	0
miraj	94	89.36170212765957	10.638297872340425
miken	79	100	0
mickel	1942	97.57981462409887	2.420185375901133
michoel	118	100	0
mete	67	100	0
merrik	208	97.59615384615384	2.403846153846154
merick	142	100	0
mekai	360	100	0
mckenzie	55469	3.8634192071247004	96.13658079287531
mayan	318	37.10691823899371	62.893081761006286
mattheo	56	100	0
mase	52	100	0
marvell	1383	76.64497469269703	23.355025307302967
marsean	325	100	0
marquee	250	86.4	13.600000000000001
markis	844	100	0
marik	131	100	0
makye	303	100	0
maki	595	71.09243697478992	28.907563025210088
maddyx	203	51.724137931034484	48.275862068965516
macklyn	62	19.35483870967742	80.64516129032258
macai	117	100	0
lynx	54	90.74074074074075	9.25925925925926
lyman	8471	100	0
lui	83	100	0
ludwig	2609	100	0
long	1813	100	0
lofton	556	100	0
lissandro	120	100	0
leovanni	37	100	0
leomar	110	100	0
len	4528	97.636925795053	2.3630742049469964
lehi	288	100	0
leelynn	114	62.28070175438597	37.719298245614034
laurent	1798	100	0
lamine	191	100	0
ladon	1468	77.99727520435967	22.002724795640326
kyzen	61	100	0
kyrillos	175	100	0
kymir	157	100	0
kymere	71	100	0
kylor	378	98.67724867724867	1.3227513227513228
kylian	90	92.22222222222223	7.777777777777778
kyi	85	67.05882352941175	32.94117647058823
kwabena	578	100	0
koston	167	100	0
kosisochukwu	126	46.03174603174603	53.96825396825397
korvin	143	100	0
koal	190	100	0
kmari	247	53.036437246963565	46.963562753036435
kimball	2034	93.11701081612586	6.88298918387414
khyrin	68	100	0
keyaan	129	100	0
keone	515	100	0
kentley	124	41.12903225806452	58.87096774193549
kennen	224	100	0
kendan	207	100	0
keen	112	100	0
kayveon	119	100	0
kayston	44	100	0
kaymen	176	92.61363636363636	7.386363636363637
kawhi	44	100	0
kastin	55	100	0
kasim	632	100	0
karlton	1482	100	0
kandon	130	100	0
kanav	90	100	0
kamilo	109	100	0
kaliq	175	100	0
kaidin	362	96.96132596685084	3.0386740331491713
kaid	317	100	0
kaicen	64	100	0
joy	134957	1.825766725697815	98.17423327430218
josian	220	100	0
josey	3217	25.085483369599004	74.914516630401
josemiguel	389	100	0
joren	296	100	0
jorah	55	34.54545454545455	65.45454545454545
jonnie	8902	35.50887441024489	64.49112558975511
jonnathan	1145	100	0
joni	28539	1.829076001261432	98.17092399873857
joakim	86	100	0
jmari	190	100	0
jiro	319	100	0
jhalil	306	100	0
jessup	411	100	0
jentzen	110	100	0
jeniel	70	100	0
jden	268	100	0
jazion	177	100	0
jaze	59	100	0
jaysin	206	100	0
jayen	150	100	0
jaxan	82	100	0
javis	828	99.39613526570048	0.6038647342995169
javiel	349	100	0
jaryn	855	60.93567251461989	39.06432748538012
jarin	1002	96.7065868263473	3.293413173652695
jariah	1077	15.970287836583102	84.0297121634169
jamoni	241	57.676348547717836	42.32365145228216
jamis	219	100	0
jamien	452	98.89380530973452	1.1061946902654867
jalin	2131	78.17925856405444	21.820741435945564
jakobie	423	100	0
jaise	181	91.16022099447514	8.83977900552486
jahmel	580	100	0
jahmar	477	100	0
jahmai	244	100	0
jahking	36	100	0
jahier	31	100	0
jahel	136	96.32352941176471	3.6764705882352944
jaece	66	100	0
jadrien	337	98.51632047477746	1.483679525222552
izeyah	201	100	0
izaias	105	100	0
ivy	44778	7.347358077627407	92.6526419223726
itay	112	100	0
issam	138	100	0
ireoluwa	88	42.04545454545455	57.95454545454546
ilai	75	100	0
hutchinson	77	100	0
hobbes	32	100	0
henok	228	100	0
hazel	248380	1.0725501248087608	98.92744987519124
hazaiah	45	100	0
hayzen	98	100	0
hayk	177	100	0
hao	416	98.79807692307693	1.201923076923077
hammad	348	100	0
hamid	727	100	0
hamed	456	100	0
gunnison	61	100	0
guilherme	422	100	0
guhan	75	100	0
grier	492	51.21951219512195	48.78048780487805
grayton	102	100	0
geraldo	2313	100	0
geovonni	130	100	0
gemini	504	33.33333333333333	66.66666666666666
gaurav	673	100	0
gatsby	41	87.8048780487805	12.195121951219512
gates	319	86.20689655172413	13.793103448275861
garvin	2386	100	0
garrus	36	100	0
filippo	546	100	0
feras	390	100	0
fabrice	446	100	0
eymen	32	100	0
everton	477	100	0
everet	652	100	0
ellijah	435	100	0
ellias	214	100	0
elin	3717	2.6096314231907454	97.39036857680925
eliakim	66	100	0
elham	254	7.480314960629922	92.51968503937007
elek	152	100	0
eladio	1667	100	0
edriel	31	100	0
echo	3809	2.3103176686794433	97.68968233132055
eames	56	100	0
drue	1839	56.443719412724306	43.556280587275694
dreux	108	100	0
draden	212	100	0
doyle	30531	99.17460941338312	0.8253905866168812
dorrian	454	93.17180616740089	6.828193832599119
donovyn	215	100	0
donnovan	507	100	0
dominque	6236	37.92495189223861	62.07504810776139
django	235	100	0
dinero	124	100	0
dijon	1394	95.05021520803444	4.949784791965567
dhani	277	73.28519855595668	26.714801444043324
destyn	435	76.0919540229885	23.908045977011493
destry	1561	90.71108263933377	9.28891736066624
deryk	732	100	0
deontre	739	100	0
dennys	503	83.49900596421472	16.50099403578529
demontae	606	100	0
demarko	647	100	0
delfino	2250	100	0
deakin	171	100	0
dawid	305	100	0
davontay	516	100	0
daulton	1465	100	0
dathan	1458	100	0
dasean	1260	100	0
daryan	691	62.37337192474675	37.62662807525325
darris	2025	95.1604938271605	4.839506172839506
darcy	23758	11.06153716642815	88.93846283357185
daman	639	100	0
dallan	652	100	0
dailen	311	98.39228295819936	1.607717041800643
dagoberto	1624	100	0
dagan	1006	99.00596421471172	0.9940357852882704
dace	400	95.5	4.5
czar	117	100	0
couper	154	100	0
corran	114	100	0
copen	25	100	0
constantin	156	100	0
cobain	81	100	0
christion	1155	98.52813852813853	1.471861471861472
chibuikem	100	100	0
chanze	235	100	0
chadrick	2336	100	0
cephas	814	100	0
caydan	234	97.86324786324786	2.1367521367521367
carlitos	464	100	0
cardin	317	92.11356466876973	7.886435331230284
calixto	443	100	0
calhoun	199	100	0
caileb	212	100	0
caid	158	100	0
caedon	362	100	0
buckley	632	100	0
bryor	123	100	0
brylin	315	53.65079365079365	46.34920634920635
bristol	5502	7.978916757542712	92.0210832424573
brighten	149	59.06040268456376	40.939597315436245
briceson	164	100	0
breslin	184	58.152173913043484	41.84782608695652
brenan	790	100	0
braxxton	69	100	0
bran	160	100	0
boyan	25	100	0
bowe	85	100	0
bora	381	78.4776902887139	21.522309711286088
bolton	135	100	0
biruk	82	100	0
bingham	53	100	0
bert	34131	98.07506372505934	1.92493627494067
beckem	115	100	0
bearett	51	100	0
basim	241	100	0
basilio	1702	100	0
bashar	302	100	0
balthazar	103	100	0
balin	390	100	0
babacar	147	100	0
azir	118	100	0
azim	387	100	0
azai	94	100	0
ayeden	101	100	0
aydden	103	100	0
avyn	321	44.54828660436137	55.45171339563863
avonte	410	100	0
aseel	638	10.815047021943574	89.18495297805643
arlington	1445	97.99307958477509	2.006920415224913
arkin	88	100	0
arish	110	100	0
arif	599	100	0
arash	817	100	0
aodhan	220	100	0
anzel	43	100	0
angelito	396	100	0
andru	1105	100	0
ananth	172	100	0
amour	264	13.257575757575758	86.74242424242425
amirr	61	100	0
amelio	340	100	0
alvino	1411	100	0
alon	955	97.4869109947644	2.513089005235602
alexandar	635	100	0
aldrick	209	100	0
aldous	64	100	0
alcides	445	100	0
alarick	22	100	0
ajit	242	100	0
ajan	29	100	0
aithan	93	100	0
ahmere	143	100	0
aeon	133	51.127819548872175	48.87218045112782
adrick	163	100	0
adit	258	100	0
addiel	63	100	0
abdalla	269	100	0
zohaib	367	100	0
ziah	587	22.31686541737649	77.68313458262351
zandon	102	100	0
zahari	147	40.136054421768705	59.863945578231295
zaelyn	299	55.852842809364546	44.14715719063545
yvan	388	98.71134020618557	1.2886597938144329
yussef	145	100	0
yida	149	100	0
yiannis	186	100	0
yaxiel	88	100	0
yaroslav	157	100	0
yannis	408	74.75490196078431	25.245098039215684
yandiel	214	100	0
yahshua	161	100	0
xzavior	388	100	0
xzavien	158	100	0
xyler	139	100	0
xian	293	70.30716723549489	29.692832764505116
xaviar	525	100	0
wyeth	278	100	0
wright	1424	100	0
willow	21052	0.8645259357780732	99.13547406422192
whittaker	103	100	0
vuk	105	100	0
vraj	315	100	0
vega	415	16.867469879518072	83.13253012048193
vallen	130	73.84615384615385	26.153846153846157
vadim	417	100	0
uthman	143	100	0
tyvon	754	100	0
tyris	594	100	0
tynan	678	100	0
trayvion	400	100	0
traylon	241	100	0
traveon	996	100	0
travell	771	100	0
thien	917	96.83751363140675	3.162486368593239
tharun	62	100	0
tex	1920	99.42708333333333	0.5729166666666666
terrill	4977	85.65400843881856	14.345991561181433
temiloluwa	273	36.996336996337	63.003663003663
tayvin	345	94.4927536231884	5.507246376811594
taysen	142	100	0
talmadge	5588	99.35576234788833	0.644237652111668
taji	533	76.54784240150094	23.452157598499063
tait	1123	98.57524487978628	1.4247551202137132
syaire	113	94.69026548672566	5.3097345132743365
suliman	156	100	0
suhail	282	91.13475177304964	8.865248226950355
suhaan	114	100	0
sufian	84	100	0
stefon	1534	100	0
stan	8392	100	0
sixto	1644	100	0
sho	374	100	0
shilo	2423	32.19149814279819	67.80850185720182
shaye	2625	21.904761904761905	78.0952380952381
shareef	1060	100	0
sharbel	59	100	0
shamel	1136	86.3556338028169	13.6443661971831
shaheed	1044	100	0
sevin	325	80	20
sequoia	3440	9.593023255813954	90.40697674418605
sender	78	100	0
sartaj	122	100	0
sanford	14904	100	0
samwise	49	100	0
sahid	301	100	0
sahas	134	100	0
sacha	2289	18.130187854958496	81.8698121450415
saahir	115	100	0
ruairi	147	100	0
rithik	276	100	0
rashod	891	100	0
rana	4096	2.099609375	97.900390625
ramzy	327	100	0
ramello	161	100	0
rahiem	565	100	0
quintavious	771	100	0
qadir	326	100	0
porfirio	3403	100	0
pheonix	640	57.03125	42.96875
parish	1102	75.1361161524501	24.863883847549907
ozil	71	100	0
owais	189	100	0
oryn	38	100	0
omid	647	100	0
oluwadamilola	326	35.88957055214724	64.11042944785275
ociel	404	100	0
nur	444	25	75
norrin	73	100	0
nochum	163	100	0
nixen	37	100	0
nivin	18	100	0
nihar	278	100	0
mouhamadou	277	100	0
mose	7741	99.28949748094561	0.7105025190543858
mohsin	326	100	0
mohid	140	100	0
miracle	13860	1.8253968253968256	98.17460317460316
messi	99	100	0
mckoy	131	100	0
maxxwell	208	100	0
masson	246	100	0
marcoantonio	1448	100	0
marcio	319	100	0
mako	97	60.824742268041234	39.175257731958766
makell	416	64.42307692307693	35.57692307692308
makani	239	85.77405857740585	14.225941422594143
maikol	48	100	0
mahamed	301	100	0
mahamadou	314	100	0
mads	32	100	0
lyfe	185	72.43243243243244	27.56756756756757
lydell	1819	99.4502473886751	0.5497526113249038
luisenrique	309	100	0
louay	43	100	0
lorik	43	100	0
linwood	12690	99.96059889676911	0.039401103230890466
levent	84	100	0
leven	129	96.12403100775194	3.875968992248062
lestat	385	100	0
leonidus	89	100	0
leilan	99	100	0
leiam	86	100	0
lamontae	241	100	0
lakoda	176	63.06818181818182	36.93181818181818
laithan	75	100	0
kyndall	4836	3.763440860215054	96.23655913978494
krystopher	666	100	0
koleton	287	100	0
kizer	83	100	0
kishawn	329	96.96048632218846	3.0395136778115504
kingslee	85	57.647058823529406	42.35294117647059
kincaid	335	100	0
kimo	810	100	0
kieron	635	100	0
kiah	3021	7.547169811320755	92.45283018867924
khoa	661	100	0
keylin	853	28.13599062133646	71.86400937866354
keylen	406	57.88177339901478	42.11822660098522
kemet	52	100	0
kemar	459	100	0
keldon	516	100	0
keaston	190	100	0
keaghan	338	73.96449704142012	26.035502958579883
kayven	127	100	0
kayd	126	100	0
kaya	8258	6.20004843787842	93.79995156212158
kasra	243	100	0
kashden	52	100	0
kasch	132	100	0
kap	38	100	0
kanton	89	100	0
kanin	279	100	0
kamen	357	100	0
kamau	813	100	0
kalon	864	98.0324074074074	1.9675925925925926
kalob	1613	100	0
kalev	119	100	0
kaiyden	90	94.44444444444444	5.555555555555555
kaemon	287	100	0
kaedon	528	100	0
kadir	253	100	0
kadan	431	98.37587006960557	1.6241299303944314
juston	2491	100	0
justino	1058	100	0
juniper	3486	1.0040160642570282	98.99598393574297
jullien	220	100	0
juddson	151	100	0
jshawn	300	100	0
jovonni	140	100	0
josean	217	100	0
jorell	456	100	0
jona	1966	16.88708036622584	83.11291963377417
johnwilliam	200	100	0
joby	1184	94.25675675675676	5.743243243243244
jibran	264	100	0
jhayden	161	96.27329192546584	3.7267080745341614
jeyren	79	100	0
jevin	892	100	0
jerrion	264	100	0
jerrett	1185	100	0
jeremaih	404	100	0
jedi	113	100	0
jedaiah	121	100	0
jayron	521	100	0
jaxzen	58	100	0
javoni	210	95.23809523809523	4.761904761904762
javell	370	100	0
jaret	2844	99.22644163150493	0.7735583684950774
jarel	1036	99.42084942084942	0.5791505791505791
janoah	161	100	0
jakyrie	34	100	0
jaimeson	244	93.44262295081968	6.557377049180328
jahmier	222	100	0
jacque	7209	32.18199472881121	67.8180052711888
jacksyn	203	81.2807881773399	18.7192118226601
izzy	484	31.818181818181817	68.18181818181817
izreal	203	100	0
izayiah	211	100	0
izack	353	100	0
ilhan	294	26.190476190476193	73.80952380952381
ikenna	559	100	0
ikechukwu	441	100	0
holten	214	100	0
hiroto	142	100	0
hiroshi	1448	100	0
hermes	476	100	0
haywood	6448	100	0
haydin	639	61.03286384976526	38.967136150234744
harman	1008	93.75	6.25
griffith	1370	100	0
grantley	67	100	0
gram	254	100	0
grainger	39	100	0
general	3939	100	0
fredrik	336	100	0
foxx	172	100	0
flynt	48	100	0
florencio	2964	100	0
firas	365	100	0
finch	51	100	0
faron	2362	97.79847586790855	2.201524132091448
fahd	221	100	0
fadel	132	100	0
eydan	78	100	0
eyal	328	100	0
evyn	1354	45.49483013293944	54.505169867060566
even	445	100	0
essam	82	100	0
eris	2049	17.86237188872621	82.1376281112738
erian	215	44.18604651162791	55.81395348837209
ephram	344	100	0
emon	480	81.25	18.75
emilian	74	100	0
emarion	380	100	0
eluzer	164	100	0
elohim	88	100	0
ellery	4940	43.66396761133603	56.33603238866397
eliav	74	100	0
ejay	108	100	0
eirik	249	100	0
edwyn	581	100	0
edoardo	187	100	0
edder	294	100	0
ebin	293	100	0
early	4322	91.36973623322537	8.630263766774641
dylin	706	82.71954674220963	17.280453257790366
dujuan	1141	100	0
dshawn	567	100	0
drevon	624	100	0
drevion	185	100	0
dolan	1595	100	0
dj	675	98.07407407407408	1.925925925925926
dezmen	330	100	0
deston	396	100	0
demaryius	53	100	0
delvon	1067	100	0
davy	2585	94.81624758220502	5.18375241779497
daunte	1465	100	0
danyal	615	71.38211382113822	28.61788617886179
dannie	11000	80.80000000000001	19.2
daniele	4284	17.22689075630252	82.77310924369748
dameer	95	100	0
damarian	325	100	0
daequan	757	100	0
dade	823	100	0
cyris	244	100	0
cullin	378	100	0
crosley	83	66.26506024096386	33.734939759036145
criss	661	82.75340393343419	17.246596066565807
crayton	613	100	0
cordarius	895	100	0
cope	56	100	0
coltrane	262	100	0
colm	509	100	0
cheikh	313	100	0
chasten	263	98.09885931558935	1.9011406844106464
chancelor	726	100	0
cecilio	2265	100	0
canden	199	100	0
calem	311	100	0
cainen	262	100	0
cadin	636	97.48427672955975	2.515723270440252
cadan	278	100	0
bryceton	321	100	0
brook	13434	24.15512877772815	75.84487122227185
bronc	104	100	0
breyon	694	86.31123919308358	13.688760806916425
bradan	416	100	0
bowyn	68	91.17647058823529	8.823529411764707
bertram	7881	100	0
bernabe	1680	100	0
berish	158	100	0
benz	55	100	0
bensyn	57	100	0
benjamen	3561	100	0
baylin	347	57.34870317002881	42.65129682997118
barrington	1170	100	0
bannon	122	100	0
bader	268	100	0
azarion	138	100	0
aysen	64	100	0
aydrien	121	100	0
ayaz	80	100	0
axxel	89	100	0
axten	44	100	0
axavier	114	100	0
asser	37	100	0
artyom	144	100	0
arrington	617	71.15072933549432	28.84927066450567
arlind	158	100	0
ariz	75	100	0
ariv	75	100	0
arick	854	100	0
arek	285	100	0
areeb	325	100	0
arad	80	100	0
apollos	63	100	0
antonius	537	100	0
anhad	37	100	0
anav	26	100	0
amore	767	17.340286831812254	82.65971316818775
ammaar	169	100	0
amiir	74	100	0
amal	2502	10.871302957633892	89.12869704236611
alika	1017	53.785644051130774	46.214355948869226
aldin	556	100	0
akim	559	100	0
aimar	250	51.2	48.8
aiman	357	76.75070028011206	23.249299719887954
aidenn	157	100	0
ahmier	38	100	0
ahmaud	194	100	0
adryel	73	100	0
adonnis	351	100	0
adedamola	109	100	0
achillies	73	100	0
aceton	52	100	0
abdikadir	127	100	0
abanoub	130	100	0
aarian	137	64.96350364963503	35.03649635036496
zoey	64848	0.29916111522329136	99.70083888477672
zia	1802	10.654827968923417	89.34517203107659
zayven	80	100	0
zayon	153	100	0
zaydyn	112	100	0
zahmir	282	100	0
zacheriah	612	100	0
yves	1070	96.82242990654206	3.177570093457944
yostin	195	100	0
yosiah	107	100	0
yoni	667	97.0014992503748	2.998500749625187
yomar	276	100	0
yoan	311	100	0
yetzael	40	100	0
yehonatan	54	100	0
yazid	232	100	0
yarel	725	24.413793103448274	75.58620689655172
xerxes	150	100	0
xayne	56	100	0
warrick	584	100	0
wake	70	100	0
vishal	1690	100	0
viliami	418	100	0
victory	1759	29.789653212052304	70.2103467879477
ulric	431	100	0
ulices	1050	100	0
tywon	813	100	0
tyrian	130	95.38461538461539	4.615384615384616
tyrann	54	100	0
trygve	321	100	0
trustin	505	100	0
tresean	586	100	0
traxton	100	100	0
tracey	94956	9.061038796916467	90.93896120308354
tosh	533	100	0
torrian	474	97.67932489451476	2.320675105485232
tobenna	143	100	0
thorsten	95	100	0
tevon	995	100	0
tayte	487	79.26078028747433	20.739219712525667
tavis	2123	99.71738106453132	0.2826189354686764
tatem	487	41.478439425051334	58.52156057494866
tanav	128	100	0
tahmid	235	100	0
tage	403	100	0
taegan	1175	26.382978723404253	73.61702127659574
tadashi	572	100	0
tad	6797	100	0
szymon	366	100	0
syre	146	100	0
symon	381	97.3753280839895	2.6246719160104988
stevenson	1457	100	0
stephano	430	100	0
steffen	1420	100	0
steffan	1330	100	0
stafford	2694	100	0
srikar	469	100	0
sophia	305237	0.12645911209977823	99.87354088790022
slayton	298	100	0
slayde	208	100	0
shon	5357	93.39182378196752	6.608176218032481
sherwin	3665	99.59072305593452	0.4092769440654843
sheppard	416	100	0
shahid	614	100	0
shahan	193	100	0
shae	6521	22.220518325410215	77.77948167458979
sergey	392	100	0
seif	162	100	0
sehaj	170	51.76470588235295	48.23529411764706
sayan	136	100	0
saverio	1740	100	0
saulo	516	100	0
sabino	1760	100	0
saathvik	96	100	0
ruvim	504	100	0
rushil	512	100	0
rubens	118	100	0
ruari	166	41.566265060240966	58.43373493975904
rollie	3488	99.31192660550458	0.6880733944954129
roi	208	75.48076923076923	24.519230769230766
roberth	76	100	0
refael	146	100	0
raza	287	100	0
rakim	1102	100	0
rajan	930	100	0
raine	2270	17.577092511013216	82.42290748898678
rahul	3234	100	0
raffaele	928	100	0
raed	321	100	0
quint	616	100	0
prithvi	261	100	0
prestin	631	100	0
piper	34800	0.4798850574712643	99.52011494252874
piercen	144	100	0
pharrell	325	100	0
peretz	56	100	0
paulino	1622	100	0
osmin	400	100	0
osama	841	100	0
opie	451	78.04878048780488	21.951219512195124
oluwatobiloba	149	84.56375838926175	15.436241610738255
oluwaferanmi	57	78.94736842105263	21.052631578947366
oluwadamilare	77	100	0
odinn	26	100	0
oberyn	14	100	0
nnamdi	632	100	0
niyam	35	100	0
nieko	213	100	0
nicholi	305	100	0
neri	701	78.3166904422254	21.683309557774606
nels	3668	100	0
nekoda	141	85.81560283687944	14.184397163120568
natnael	231	100	0
naithan	204	100	0
nainoa	467	100	0
nadeem	605	100	0
munachimso	108	37.03703703703704	62.96296296296296
mujtaba	253	100	0
moxon	40	100	0
mourad	83	100	0
moosa	160	100	0
montreal	1029	100	0
miliano	52	100	0
milad	314	100	0
miklo	222	100	0
meshach	470	100	0
melchizedek	268	100	0
maze	66	100	0
maycol	95	100	0
maximilien	272	100	0
maxamillion	369	100	0
mavryk	58	100	0
maven	458	49.56331877729257	50.43668122270743
maurizio	562	100	0
matisse	375	45.6	54.400000000000006
masud	135	100	0
massimiliano	199	100	0
marshon	535	97.19626168224299	2.803738317757009
marquese	1269	100	0
marcial	1855	100	0
malikhi	201	100	0
maliek	932	100	0
malachy	520	100	0
maksymilian	312	100	0
makoto	455	100	0
makar	49	100	0
makana	608	60.85526315789473	39.14473684210527
majour	43	100	0
maddock	122	100	0
macarthur	1172	100	0
maalik	452	100	0
luian	46	100	0
luccas	130	100	0
lovell	3843	83.9968774395004	16.003122560499612
logun	378	100	0
lean	751	16.378162450066576	83.62183754993342
lando	277	100	0
kolden	198	100	0
kiyaan	36	100	0
kirubel	141	100	0
kirkland	2081	99.42335415665545	0.5766458433445458
kieren	501	76.44710578842316	23.55289421157685
khyren	142	100	0
khylin	117	74.35897435897436	25.64102564102564
kensington	1627	4.425322679778733	95.57467732022127
keng	443	100	0
kendale	939	94.14270500532481	5.857294994675186
kemp	1192	100	0
kelyn	654	41.284403669724774	58.71559633027523
keighan	131	84.7328244274809	15.267175572519085
keene	412	100	0
kedar	474	100	0
kden	167	100	0
kaylin	17576	2.98133818843878	97.01866181156123
kaycee	7146	3.1626084522809963	96.837391547719
kassidy	17375	1.7553956834532374	98.24460431654676
kaspian	35	100	0
kashus	102	100	0
kashis	70	100	0
kasai	167	100	0
kano	79	100	0
kannen	141	100	0
kanden	148	100	0
kamarri	241	69.70954356846472	30.29045643153527
kais	135	100	0
kailand	58	86.20689655172413	13.793103448275861
kahmari	287	72.82229965156795	27.177700348432055
kaeo	230	100	0
kadon	587	100	0
julion	303	100	0
journee	4452	1.05570530098832	98.94429469901168
josecarlos	288	100	0
joriel	67	100	0
jorian	339	90.56047197640117	9.43952802359882
jonan	192	100	0
johnathen	1288	100	0
johnanthony	474	100	0
jessen	316	100	0
jermari	170	100	0
jeovanni	384	100	0
jen	405	21.23456790123457	78.76543209876543
jemari	232	100	0
jazper	159	100	0
jayke	308	100	0
javarious	452	100	0
jarret	3357	100	0
jarom	1182	100	0
jamian	416	100	0
jameison	52	100	0
jakarri	281	100	0
jaion	246	100	0
jahzir	120	100	0
jahmeir	227	100	0
jager	474	100	0
jadan	1453	76.39366827253957	23.60633172746043
izen	62	100	0
itamar	237	93.24894514767934	6.751054852320674
islam	632	79.74683544303798	20.253164556962027
ishaaq	67	100	0
hridaan	37	100	0
helix	27	100	0
helaman	184	100	0
harsh	607	100	0
halston	585	80.51282051282051	19.48717948717949
guthrie	758	98.41688654353563	1.58311345646438
gurveer	127	100	0
greycen	38	100	0
ghazi	129	100	0
germaine	10173	22.45158753563354	77.54841246436645
galvin	807	100	0
froylan	586	100	0
fransisco	2948	100	0
finnlee	60	48.333333333333336	51.66666666666667
fenris	34	100	0
farouk	190	100	0
everitt	413	100	0
esmond	420	100	0
erlin	209	94.73684210526315	5.263157894736842
enzio	56	100	0
drey	363	100	0
drelyn	166	100	0
dracen	156	100	0
donivan	1093	100	0
dillyn	537	71.69459962756052	28.305400372439475
detrick	1486	98.31763122476447	1.6823687752355316
derron	1457	100	0
denzell	1195	100	0
demonta	703	100	0
delon	1283	97.0381917381138	2.9618082618862043
delmar	14160	99.05367231638418	0.9463276836158193
dayshawn	1230	99.59349593495935	0.40650406504065045
damarie	143	69.23076923076923	30.76923076923077
dalon	682	100	0
daking	53	100	0
daevon	873	100	0
daelen	255	100	0
dael	177	100	0
crockett	268	100	0
colbie	1994	15.997993981945838	84.00200601805416
codey	3167	99.11588253868014	0.884117461319861
chrystian	774	90.95607235142118	9.043927648578812
chip	3142	100	0
chayson	150	100	0
chaysen	86	100	0
chatham	122	77.8688524590164	22.131147540983605
chaston	483	100	0
caylen	815	33.374233128834355	66.62576687116565
calogero	411	100	0
caisen	139	100	0
caeleb	395	100	0
bryn	7439	15.875789756687727	84.12421024331226
brick	355	100	0
breydon	526	100	0
braxson	55	100	0
brailen	137	100	0
bohdan	699	100	0
bob	93197	99.65449531637285	0.3455046836271554
blu	266	67.29323308270678	32.70676691729324
betzalel	214	100	0
beren	161	83.22981366459628	16.77018633540373
beniah	75	100	0
behr	116	100	0
beauden	80	100	0
bastion	69	100	0
baran	165	80	20
baraka	230	92.17391304347827	7.82608695652174
balen	88	100	0
baine	156	100	0
azlaan	38	100	0
azaria	4626	2.183311716385646	97.81668828361435
aydyn	305	96.39344262295081	3.606557377049181
axiel	44	100	0
avyay	99	100	0
avishai	149	100	0
